Id,SalePrice
1461,124408.89672436632
1462,157904.8748029977
1463,184654.48618267116
1464,188365.59446538347
1465,181571.60450396154
1466,176654.1857920652
1467,179000.15468316048
1468,174176.35252387583
1469,185404.59051671202
1470,128075.90113943128
1471,187126.45497913272
1472,94605.16513006104
1473,98155.8463784237
1474,151405.53723265452
1475,120910.18630986242
1476,355067.07528634893
1477,257823.26704690748
1478,298959.10123918625
1479,249242.42544196936
1480,501150.7968567302
1481,334613.30430487735
1482,207617.8961465684
1483,178284.01554767476
1484,165288.27920462738
1485,173798.08335871762
1486,194671.18536290727
1487,330419.2448933807
1488,233433.37165661316
1489,205770.916713031
1490,216760.5479050251
1491,188353.84915436257
1492,93989.53835905873
1493,174907.183367847
1494,286085.9778683506
1495,286571.2118809682
1496,225693.15073236186
1497,183964.74171520286
1498,158384.7863847517
1499,157065.49935912495
1500,155596.3580774295
1501,173693.3105388786
1502,151829.11799990857
1503,297357.4115224749
1504,243056.14753276497
1505,227823.7936438284
1506,188582.57562858073
1507,240467.71748262926
1508,198297.81911496518
1509,165377.19244085814
1510,151689.81165495917
1511,145899.90527290176
1512,169747.73739004473
1513,140943.9387114496
1514,156548.34996688997
1515,177531.84453736962
1516,148004.46420444964
1517,159203.01722084472
1518,127675.48790931902
1519,211628.29882110443
1520,137666.5391102767
1521,138840.94609930698
1522,159600.0116606404
1523,116406.37114352119
1524,123913.5309278825
1525,123631.33605749339
1526,120190.82422376968
1527,105554.72447702482
1528,136420.20751606466
1529,152198.2669574885
1530,174017.815066086
1531,102106.66130776065
1532,102096.05639483586
1533,145783.23091829795
1534,122112.05123027648
1535,151514.55631611886
1536,116293.71781551198
1537,60818.36689940282
1538,154119.91399526305
1539,180710.93322664863
1540,100258.83899495425
1541,144984.10267263505
1542,144377.520015499
1543,214539.9762422305
1544,75221.45502474725
1545,115662.95864536506
1546,129089.23901178998
1547,133058.46226311554
1548,139227.1502513971
1549,111197.97523070317
1550,135639.31043363793
1551,116864.32840446664
1552,125080.89599872171
1553,148368.59365209227
1554,118153.96886205445
1555,173764.50278366424
1556,96880.66791497586
1557,119612.3487224669
1558,94341.40503021074
1559,98951.14351063118
1560,138708.0555578045
1561,135409.31300819168
1562,127366.88217780254
1563,122792.06330556562
1564,158565.74028619856
1565,144117.23404357987
1566,244560.70026225853
1567,65198.41641248636
1568,237878.51859330284
1569,119220.14136066085
1570,134998.60320952281
1571,111088.42661646426
1572,148007.76569419372
1573,216616.06188970993
1574,116854.76647994948
1575,209814.81522356666
1576,212381.19484594438
1577,194305.79326436252
1578,146187.0449745695
1579,145426.07479812874
1580,192698.75374311284
1581,147017.85802649832
1582,131004.8965457944
1583,323024.007946774
1584,223257.36081878873
1585,142259.90800904497
1586,63275.74737377177
1587,97136.49217289782
1588,151275.26965652243
1589,95476.5176600669
1590,131941.48727800985
1591,98827.19646938649
1592,125738.82497278681
1593,125921.91960616919
1594,133949.58384956003
1595,115623.29573978452
1596,247215.11093615188
1597,182112.76979686844
1598,196364.69354347905
1599,160380.8775388138
1600,162476.7740137042
1601,63147.96700428937
1602,114480.05036400346
1603,87165.14989236889
1604,279617.4438731085
1605,240359.574881255
1606,171922.0079089762
1607,181836.6989554956
1608,204277.33633792034
1609,186640.78515718662
1610,153628.30943108688
1611,139965.11743570416
1612,165410.90311895107
1613,160171.76429874232
1614,120009.49751349183
1615,89087.45052659223
1616,75897.7531176066
1617,89288.11456108394
1618,126929.01018107924
1619,133068.49201423925
1620,170944.0954389777
1621,133715.9817452466
1622,150783.18651642647
1623,273571.14470349235
1624,206515.82454039287
1625,126310.37612438474
1626,161304.03242481677
1627,190328.76060324226
1628,278296.66079387756
1629,179199.43811107584
1630,371616.38608436356
1631,224555.16402889974
1632,251004.9037768411
1633,168277.07248330236
1634,185836.98888301052
1635,178511.4263848605
1636,158060.42114569084
1637,188483.81441976936
1638,193158.13369844382
1639,176694.323265679
1640,260527.78104058895
1641,177293.23637919867
1642,226956.85575866562
1643,230404.7566885819
1644,239728.72671114007
1645,181946.59642636796
1646,165637.555698863
1647,154230.04024956364
1648,137706.52219661348
1649,140888.5593716145
1650,119272.50401743856
1651,122609.5509050689
1652,96332.91175857616
1653,101408.79398479135
1654,150826.93199781477
1655,148234.17564171908
1656,146662.93567877173
1657,148871.8130709825
1658,149321.21849984463
1659,132304.93174205648
1660,146309.90072804928
1661,479704.26136069145
1662,390041.74389487406
1663,358488.6296483653
1664,483953.4347489892
1665,320087.68337488413
1666,326601.5096641216
1667,352192.78718265507
1668,337366.4905867482
1669,292442.4356946535
1670,345826.6901744044
1671,281858.180941085
1672,484820.31138345995
1673,294698.0092778257
1674,251106.6375143637
1675,186001.0290625545
1676,193161.93329213074
1677,223129.61438155957
1678,470338.55499741645
1679,398893.3214788317
1680,335041.3157796883
1681,257089.55237535323
1682,310443.80988534587
1683,182039.21216377072
1684,171294.43763100036
1685,173811.26151451035
1686,167741.62075527373
1687,163275.10972436116
1688,186473.56254496422
1689,186611.92947859544
1690,188444.97468289922
1691,180252.37476644345
1692,256137.42353830655
1693,165722.69657434514
1694,185411.3850319204
1695,166409.94928481916
1696,269496.74570987915
1697,171308.8731757008
1698,360346.6158190139
1699,326459.4672711784
1700,252853.1161333125
1701,274869.46469448187
1702,253374.3794213089
1703,256937.86557330782
1704,290862.287702461
1705,233133.64161089776
1706,437918.54356501054
1707,219070.154015535
1708,216639.11809915362
1709,265239.8811682756
1710,230400.00516834023
1711,251186.5851533208
1712,244775.3021619321
1713,266909.09775576607
1714,233987.40628266823
1715,206307.16018875712
1716,184321.60953144633
1717,173308.2585499757
1718,139263.25921814507
1719,198129.01452299123
1720,242873.82695770828
1721,163902.26719497854
1722,125136.87950875305
1723,155794.20477243
1724,200695.205181137
1725,228075.57392806394
1726,186554.07823874126
1727,160433.06084274568
1728,178791.72815655766
1729,162104.8743900247
1730,148772.18278603
1731,118915.41596954048
1732,128300.59845759386
1733,112316.17798130901
1734,122298.88165592526
1735,132312.3173868118
1736,118841.80942268754
1737,346881.3338394066
1738,233832.6157656868
1739,306674.50467899174
1740,220305.5900134949
1741,192929.1156562421
1742,172944.79819830265
1743,173663.05391377205
1744,314490.0665773997
1745,234544.53252821864
1746,198663.13898722286
1747,214518.67232721753
1748,230965.1448817403
1749,159450.27402748817
1750,138195.9003764898
1751,233404.94370427902
1752,118288.43945467687
1753,138765.97462142524
1754,188299.76520732837
1755,175835.41795510004
1756,130237.83673597904
1757,118619.49367096774
1758,141123.89117720327
1759,154439.10343599645
1760,165854.6908197596
1761,137841.01626246356
1762,173204.23228251038
1763,165203.12996442203
1764,118921.4018386763
1765,161514.52358301677
1766,170062.47329088108
1767,212854.82691952365
1768,144750.2535364086
1769,171231.14258962814
1770,147820.34707168848
1771,134834.81973291136
1772,134700.5575512032
1773,126969.69559022381
1774,133010.5943218348
1775,138589.06031323172
1776,121623.67609134046
1777,119061.482450899
1778,133225.9884406848
1779,111675.90801805715
1780,166306.5796691473
1781,129869.21088797574
1782,79737.36545636038
1783,139901.43005976538
1784,105254.71188096944
1785,113462.9034125721
1786,123875.58596613133
1787,153082.314268991
1788,59391.00012792769
1789,88858.64535315022
1790,70491.05245250292
1791,186284.17953487145
1792,157996.66149848237
1793,142035.56572941158
1794,145673.62038163145
1795,137804.59364339244
1796,118112.0813761588
1797,121325.8316678522
1798,124851.06081141395
1799,121481.91693535369
1800,129031.28742083104
1801,133044.19677927208
1802,124556.41678780527
1803,141935.49261094807
1804,142466.8363190919
1805,136375.9523929752
1806,123651.4436146106
1807,132278.22366035762
1808,115868.36165843929
1809,112909.1862434896
1810,134496.9891293928
1811,93538.06457493483
1812,100745.28672609091
1813,122989.97862148222
1814,94707.15748107896
1815,59298.18248930181
1816,99603.06884477097
1817,100663.44837552156
1818,148220.2983227978
1819,124983.48661390453
1820,68293.93128847031
1821,108888.06560227598
1822,145322.135812949
1823,53021.92195393438
1824,136352.91675761505
1825,121313.56785073527
1826,104992.4607943302
1827,105266.61084814418
1828,133914.20057984153
1829,116053.30313224373
1830,137825.55931019346
1831,147003.6348108438
1832,98172.56653612443
1833,137683.72653659692
1834,121536.77644528508
1835,140141.860196907
1836,131458.17634837146
1837,92700.19926878893
1838,133186.44929389804
1839,90709.28977054349
1840,163396.39884620087
1841,150915.90200366252
1842,81764.00675390508
1843,135945.46040587637
1844,134803.9276147145
1845,137474.66939864375
1846,158374.24290722315
1847,163771.80778754933
1848,59129.09817334074
1849,109784.44863044604
1850,115695.13837858239
1851,147691.49005051842
1852,122320.63681519339
1853,131379.75876478408
1854,165071.60328444827
1855,148596.94545713198
1856,219442.27341459238
1857,131392.91754185696
1858,142659.887513442
1859,118393.74096058059
1860,153035.01160489887
1861,117328.54851006878
1862,289072.96748276585
1863,278656.2356414635
1864,278711.4835347942
1865,308061.56588608236
1866,330644.84750385146
1867,242015.53482297633
1868,294457.06237548875
1869,206138.48003315608
1870,219842.0272141603
1871,239440.23039074536
1872,163536.9045043235
1873,248461.59570425833
1874,139284.57251727476
1875,204493.30340547214
1876,195609.32485105973
1877,211902.30243436823
1878,198005.6730843808
1879,131767.46470303158
1880,136569.76805155896
1881,237031.2839946665
1882,252199.13180880327
1883,195642.2701973216
1884,207124.418529857
1885,251375.6842750741
1886,293690.7361751803
1887,201052.71163525592
1888,273294.1183661708
1889,157925.71058008607
1890,125867.76741504269
1891,140531.214935971
1892,103942.07717025686
1893,134843.45470549839
1894,123247.67625841928
1895,133768.36443871638
1896,122099.51121347694
1897,119208.98711521283
1898,115566.02964812712
1899,154249.0650025088
1900,149270.3133440946
1901,168946.58419145874
1902,153249.98891254392
1903,242371.0028486163
1904,141226.89590563223
1905,196145.4493441124
1906,169997.66771025
1907,207121.75617364925
1908,112162.83741015887
1909,139139.7617877204
1910,125820.3719413281
1911,204144.8250161323
1912,304424.7708218336
1913,138222.0092863224
1914,59931.69943807784
1915,317377.98845999787
1916,62147.454028973356
1917,244361.94843394944
1918,143218.6888111224
1919,174661.62678718637
1920,145060.01746920976
1921,404333.29418079724
1922,314899.04758294084
1923,217406.70859865137
1924,243135.67918006156
1925,202653.91336261516
1926,364639.7447740263
1927,132600.86559105842
1928,155449.69142105084
1929,127059.41220494603
1930,125533.77602345266
1931,140305.89671119713
1932,134140.03240781595
1933,173263.39460964449
1934,181578.38803941183
1935,173752.4499607589
1936,188172.61791223325
1937,184301.90679038598
1938,169560.8485453942
1939,249991.9103604527
1940,182705.5920790519
1941,175450.9215261973
1942,188787.73621869448
1943,200142.8099807053
1944,327224.06861976837
1945,391220.781814596
1946,164662.62378293255
1947,333338.91134592786
1948,173946.3070546898
1949,247620.11083249285
1950,179160.60991957845
1951,243786.907636831
1952,222611.47081262563
1953,174077.0326717206
1954,192196.03593883658
1955,138912.23442904695
1956,297016.630299927
1957,155053.1612525282
1958,290186.5409055518
1959,140686.1411917589
1960,114795.57267028805
1961,121930.83508424359
1962,97720.76181997219
1963,103579.6193839097
1964,109767.83663203644
1965,153025.45180638204
1966,142336.81907392817
1967,290588.21970344055
1968,439629.01538341906
1969,389504.74330411886
1970,477110.91947920347
1971,455326.5883493995
1972,362414.14662958746
1973,267230.01460584515
1974,315348.92907390295
1975,493294.22007691726
1976,274586.1540889501
1977,351107.68547333963
1978,371713.1556909134
1979,329364.2680180439
1980,201431.3903880023
